session_id,user_id,anonymous_id,started_at,ended_at,duration_seconds,device_type,platform,country,referrer,_source_system,_ingested_at,_batch_id
ses_6576a410,usr_f4dbca07,anon_b30e96e8,2026-05-03 22:01:56,2026-05-03 22:25:28,1412,desktop,ios,CA,google,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_a7cde143,usr_10d4de39,anon_00473139,2026-05-03 20:59:58,2026-05-03 21:18:32,1114,desktop,android,US,facebook,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_21f89d06,usr_39681c81,anon_ae13591e,2026-05-03 10:32:47,2026-05-03 11:17:06,2659,mobile,web,JP,email,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_b212a6ee,usr_a1c7cc8a,anon_fcf7b842,2026-05-03 02:10:52,2026-05-03 02:22:09,677,mobile,ios,AU,,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_21d63b0f,,anon_6210def6,2026-05-03 11:37:33,2026-05-03 12:28:10,3037,mobile,android,GB,email,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_1a38aad6,usr_bf7b539b,anon_e1887eaf,2026-05-03 11:37:07,2026-05-03 11:54:07,1020,mobile,ios,GB,google,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_a39c9ec6,usr_7914c120,anon_9c7eb575,2026-05-03 11:16:17,2026-05-03 11:54:56,2319,desktop,ios,CA,facebook,event_tracker,2026-05-03 23:05:00,batch_20260503
ses_0aa6fcb9,usr_06cb0fb3,anon_8bddcee3,2026-05-03 22:23:04,2026-05-03 22:47:39,1475,mobile,web,CA,,event_tracker,2026-05-03 23:05:00,batch_20260503
ses_c601818b,usr_ebff8d15,anon_2215df00,2026-05-01 22:24:18,2026-05-01 22:53:20,1742,mobile,ios,AU,,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_249204c7,usr_f4dbca07,anon_022b6683,2026-05-01 11:23:08,2026-05-01 11:36:35,807,mobile,android,BR,facebook,event_tracker,2026-05-03 23:00:00,batch_20260503
ses_bd9bc648,usr_8de7ad6c,anon_b538f96c,2026-05-04 10:53:41,2026-05-04 11:34:42,2461,desktop,web,BR,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_29f0ef7c,usr_f28e4122,anon_85e3ade5,2026-05-04 00:36:20,2026-05-04 01:01:58,1538,mobile,android,FR,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_b88416d2,usr_4fdc6e1b,anon_207e863f,2026-05-04 23:52:09,2026-05-05 00:46:05,3236,desktop,ios,US,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_44cdbfdd,usr_56c438e4,anon_c57c7498,2026-05-04 22:54:07,2026-05-04 23:43:50,2983,desktop,ios,DE,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_ce9e9ebd,usr_81f38dd4,anon_1059ea28,2026-05-04 04:00:04,,811,mobile,ios,JP,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_939f71a2,usr_8d2238e6,anon_7487d772,2026-05-04 22:15:47,2026-05-04 22:48:28,1961,desktop,ios,GB,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_7fe670f3,usr_9e50aa42,anon_5e20c957,2026-05-04 17:25:01,2026-05-04 18:01:23,2182,tablet,android,AU,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_1a57f9e4,usr_10d4de39,anon_b90800f3,2026-05-04 23:25:19,2026-05-05 00:20:40,3321,desktop,ios,DE,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_82425912,usr_236c7b87,anon_dce8e1c5,2026-05-04 10:50:08,2026-05-04 11:43:16,3188,mobile,web,BR,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_78c59073,usr_b8ba8368,anon_266bf2ea,2026-05-04 09:57:22,2026-05-04 10:17:30,1208,desktop,android,JP,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_db842660,usr_4ddb1b36,anon_e9f87970,2026-05-04 05:19:58,,1219,tablet,ios,AU,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_6b5bc975,usr_92ec89af,anon_6a8fcacb,2026-05-04 17:26:33,2026-05-04 17:41:39,906,desktop,web,FR,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_45712959,,anon_5f705b25,2026-05-04 21:21:57,2026-05-04 21:38:47,1010,desktop,web,DE,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_e6e59b32,,anon_cde918b3,2026-05-04 15:02:52,2026-05-04 15:25:54,1382,mobile,ios,US,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_f43e8c48,usr_dbccc477,anon_77106966,2026-05-04 14:48:54,2026-05-04 15:33:58,2704,desktop,android,DE,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_d847dc53,usr_23377bbc,anon_8d9765c7,2026-05-04 02:09:14,2026-05-04 03:02:12,3178,desktop,web,US,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_335f2f59,usr_aa2960fd,anon_4dcd0009,2026-05-04 06:24:00,2026-05-04 06:26:58,178,mobile,android,GB,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_76c3e642,usr_d8f56413,anon_7e4ce29f,2026-05-04 10:51:50,2026-05-04 11:31:06,2356,tablet,android,FR,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_3207343e,usr_39681c81,anon_c2aef674,2026-05-04 19:05:23,2026-05-04 19:39:36,2053,mobile,web,BR,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_01a1fb0f,usr_3f07f814,anon_3ba5bd76,2026-05-04 12:02:23,2026-05-04 12:13:58,695,desktop,web,GB,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_d6ee526b,usr_d4d60735,anon_f374190d,2026-05-04 10:44:29,2026-05-04 11:23:44,2355,mobile,web,JP,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_a84510a1,usr_6c006f61,anon_ba2ac3d9,2026-05-04 14:35:38,2026-05-04 15:21:49,2771,tablet,android,AU,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_87a1ec02,,anon_7df59abf,2026-05-04 13:57:55,2026-05-04 14:14:29,994,mobile,android,FR,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_ff38b918,usr_d8f56413,anon_17d09810,2026-05-04 09:31:22,2026-05-04 10:16:29,2707,mobile,web,CA,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_e5b4a1ae,usr_d21c82f8,anon_b36ab3ed,2026-05-04 18:17:46,2026-05-04 19:06:17,2911,desktop,web,FR,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_f97c6c3c,usr_236c7b87,anon_1877bc06,2026-05-04 04:51:47,2026-05-04 05:24:55,1988,desktop,web,AU,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_d1e91691,usr_38ab854c,anon_915cb31b,2026-05-04 19:34:13,2026-05-04 20:29:27,3314,mobile,ios,CA,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_f6d70248,usr_56ab087a,anon_42d04d55,2026-05-04 13:10:19,2026-05-04 13:16:08,349,mobile,web,DE,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_cd0254db,usr_d7fa2d8d,anon_bc4015fa,2026-05-04 11:56:47,2026-05-04 12:55:36,3529,mobile,ios,BR,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_459ee674,usr_b88ec318,anon_33e4f986,2026-05-04 02:01:32,2026-05-04 02:32:59,1887,mobile,web,US,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_95af6d0c,usr_ef4afa88,anon_2a147a96,2026-05-04 11:13:12,,2992,mobile,ios,DE,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_681134e2,,anon_f6f24d1c,2026-05-04 15:25:34,2026-05-04 15:49:35,1441,desktop,ios,CA,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_4eed4124,,anon_1eb2a7b8,2026-05-04 14:53:11,2026-05-04 15:05:58,767,desktop,web,JP,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_afa14a55,usr_3985fb62,anon_b266986c,2026-05-04 16:19:50,2026-05-04 17:19:41,3591,mobile,ios,GB,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_d5ff2a1f,,anon_1759ba96,2026-05-04 19:33:39,2026-05-04 20:00:58,1639,desktop,ios,US,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_5b11f51f,usr_6502d6a2,anon_ad5be3c8,2026-05-04 19:49:21,2026-05-04 20:18:48,1767,desktop,ios,BR,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_fd9cfbb0,usr_9b4e2c24,anon_67863fb3,2026-05-04 04:06:30,2026-05-04 04:09:11,161,mobile,ios,DE,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_bf8211bc,,anon_7648776e,2026-05-04 21:37:29,2026-05-04 21:40:16,167,desktop,ios,DE,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_23c97a1e,usr_9360715f,anon_d49347fc,2026-05-04 19:39:07,2026-05-04 19:54:26,919,desktop,ios,FR,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_21768dd7,usr_a9320094,anon_5f4b1a97,2026-05-04 20:58:31,2026-05-04 21:20:47,1336,desktop,android,DE,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_a50a13dc,usr_5e2ad32d,anon_424211e2,2026-05-04 18:58:41,2026-05-04 19:14:16,935,mobile,web,GB,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_0594b24f,usr_287d06ca,anon_e709fba6,2026-05-04 12:32:23,2026-05-04 13:16:48,2665,desktop,android,JP,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_20f87ba2,,anon_d450afa2,2026-05-04 13:42:23,2026-05-04 13:55:26,783,mobile,ios,FR,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_0aee2557,usr_04fc6d82,anon_2b015723,2026-05-04 20:28:33,2026-05-04 20:57:13,1720,desktop,ios,JP,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_d259f960,usr_3d67cde9,anon_078c26ce,2026-05-04 23:32:45,2026-05-04 23:38:38,353,desktop,ios,DE,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_2c3d17e2,usr_5fbbf0b1,anon_2fe922aa,2026-05-04 22:01:34,,2499,mobile,web,DE,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_e2280fe3,usr_3d67cde9,anon_9e825aae,2026-05-04 11:02:19,2026-05-04 11:03:51,92,mobile,web,CA,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_4b8c031f,usr_81f38dd4,anon_8cf9eea9,2026-05-04 22:00:20,2026-05-04 22:48:52,2912,tablet,web,AU,email,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_479f6628,usr_0f5ae9d3,anon_330faaa3,2026-05-04 23:37:09,2026-05-05 00:02:10,1501,mobile,android,BR,google,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_869bc00f,usr_f4dbca07,anon_cd5ae324,2026-05-04 17:05:37,2026-05-04 17:58:06,3149,tablet,android,AU,facebook,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_b88416d2,usr_4fdc6e1b,anon_207e863f,2026-05-04 23:52:09,2026-05-05 00:46:05,3236,desktop,ios,US,,event_tracker,2026-05-04 23:05:00,batch_20260504
ses_fd9cfbb0,usr_9b4e2c24,anon_67863fb3,2026-05-04 04:06:30,2026-05-04 04:09:11,161,mobile,ios,DE,direct,event_tracker,2026-05-04 23:05:00,batch_20260504
ses_fd498e20,usr_84182d35,anon_5beec570,2026-05-02 08:03:22,2026-05-02 08:54:28,3066,mobile,ios,FR,,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_7c13f47a,usr_67884209,anon_809cd839,2026-05-02 21:05:09,2026-05-02 21:54:48,2979,desktop,android,GB,direct,event_tracker,2026-05-04 23:00:00,batch_20260504
ses_b7893986,usr_7f9d3e64,anon_d8230076,2026-05-05 14:46:58,2026-05-05 15:18:48,1910,tablet,ios,FR,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_059c1574,usr_7490adeb,anon_eacf33a9,2026-05-05 23:39:42,,3141,mobile,android,BR,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_d8b2f8b6,usr_81f38dd4,anon_f5e72daf,2026-05-05 06:14:23,2026-05-05 06:20:31,368,mobile,android,CA,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_f121e129,usr_9360715f,anon_19dd3e8c,2026-05-05 07:41:50,2026-05-05 08:41:35,3585,desktop,android,US,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_22ee7f07,usr_6f81cf4f,anon_f2dd9456,2026-05-05 19:46:16,2026-05-05 20:25:14,2338,mobile,android,US,direct,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_f5edf382,usr_b1a8b71f,anon_2c988bca,2026-05-05 14:30:05,2026-05-05 14:35:50,345,desktop,web,JP,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_b18d2c8c,usr_b1a8b71f,anon_c9784b52,2026-05-05 05:05:43,2026-05-05 06:00:10,3267,desktop,web,AU,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_96c56fe7,,anon_4e8bf78a,2026-05-05 08:27:07,2026-05-05 09:24:52,3465,desktop,web,JP,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_2099e71f,,anon_f2e3c6f0,2026-05-05 09:57:05,2026-05-05 10:51:04,3239,mobile,android,JP,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_643ffdae,usr_67884209,anon_f7164b73,2026-05-05 13:50:16,2026-05-05 13:56:37,381,mobile,ios,CA,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_9a3624d6,usr_3985fb62,anon_f7b02805,2026-05-05 23:04:46,2026-05-05 23:15:47,661,mobile,ios,CA,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_90c7e6ac,usr_4b943e30,anon_2401342a,2026-05-05 13:06:15,2026-05-05 13:58:43,3148,mobile,ios,JP,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_3ced4d1f,usr_80fb9296,anon_2afaab7b,2026-05-05 14:51:23,,453,mobile,ios,AU,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_16b6bf61,,anon_a39c3bd5,2026-05-05 15:03:58,2026-05-05 15:30:56,1618,desktop,web,DE,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_725656e3,usr_04dd7054,anon_3fe1e8f3,2026-05-05 13:51:43,2026-05-05 14:03:47,724,mobile,android,GB,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_41b455b8,usr_6f81cf4f,anon_0053f649,2026-05-05 15:19:54,2026-05-05 15:40:51,1257,mobile,android,DE,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_bb8aa843,usr_0640be0f,anon_e271fff9,2026-05-05 16:40:12,2026-05-05 16:48:00,468,mobile,android,AU,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_60f34ebc,usr_84182d35,anon_19f738cb,2026-05-05 11:59:53,2026-05-05 12:30:26,1833,desktop,web,GB,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_dd326d9c,usr_a1c7cc8a,anon_afe9be90,2026-05-05 07:18:46,2026-05-05 07:51:58,1992,tablet,android,FR,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_12de9e5a,usr_80bbae52,anon_4b7f2183,2026-05-05 08:49:35,2026-05-05 09:12:19,1364,desktop,android,AU,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_f3a02120,usr_0640be0f,anon_2b8c03bf,2026-05-05 21:33:44,2026-05-05 22:11:28,2264,desktop,ios,BR,direct,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_bb635ff5,usr_b118f68d,anon_e5eb772d,2026-05-05 02:31:04,2026-05-05 03:27:28,3384,desktop,web,BR,direct,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_981262ac,usr_cc530e36,anon_7b94a34d,2026-05-05 09:11:59,2026-05-05 09:57:26,2727,mobile,android,CA,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_f143e545,usr_637e4b01,anon_e3c6dedb,2026-05-05 21:11:55,2026-05-05 21:39:46,1671,tablet,web,JP,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_19ec0829,,anon_30a2cee8,2026-05-05 13:05:24,2026-05-05 13:53:47,2903,desktop,web,CA,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_b8d77d2f,usr_5e2ad32d,anon_43e8644b,2026-05-05 12:55:31,2026-05-05 13:07:22,711,mobile,web,JP,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_3ccff6eb,usr_12e89d10,anon_925f8199,2026-05-05 03:51:26,2026-05-05 03:52:39,73,mobile,web,DE,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_2751ab86,usr_6502d6a2,anon_6d779595,2026-05-05 21:25:47,2026-05-05 22:13:25,2858,mobile,ios,BR,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_a97a2846,usr_7914c120,anon_331de35c,2026-05-05 04:13:33,2026-05-05 05:10:48,3435,mobile,android,AU,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_2bbba89d,usr_9fd34579,anon_14f9c394,2026-05-05 17:34:58,2026-05-05 17:59:14,1456,mobile,web,BR,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_4ef03f80,,anon_7d3572cc,2026-05-05 01:37:36,2026-05-05 02:33:24,3348,mobile,android,CA,direct,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_1754bf08,usr_adedda80,anon_2f546033,2026-05-05 08:52:50,2026-05-05 09:28:33,2143,mobile,web,JP,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_5e911b91,usr_d21c82f8,anon_43675d58,2026-05-05 22:55:43,2026-05-05 23:08:48,785,desktop,android,US,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_39eb038a,usr_b88ec318,anon_0fc79913,2026-05-05 21:33:41,2026-05-05 22:03:30,1789,desktop,ios,FR,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_aadf3692,usr_4ddb1b36,anon_5802b640,2026-05-05 19:32:51,2026-05-05 19:46:06,795,mobile,ios,FR,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_f8802878,usr_15b02530,anon_8db8dadf,2026-05-05 11:24:38,2026-05-05 12:05:53,2475,mobile,ios,AU,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_d183010f,usr_812a1f9b,anon_891778e8,2026-05-05 06:16:53,2026-05-05 07:12:56,3363,desktop,web,CA,direct,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_798e175f,usr_cc530e36,anon_79ec533c,2026-05-05 11:07:06,2026-05-05 11:15:35,509,desktop,web,JP,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_e71c681a,usr_01fa964e,anon_8089b8c5,2026-05-05 13:58:13,2026-05-05 14:27:35,1762,desktop,web,GB,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_ccea5031,usr_cc3ebdde,anon_9eca381b,2026-05-05 05:06:28,2026-05-05 05:19:44,796,mobile,ios,AU,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_c1d71f4a,usr_9b4e2c24,anon_fbff8a7d,2026-05-05 13:58:44,2026-05-05 14:37:34,2330,mobile,web,BR,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_cef74829,usr_4b943e30,anon_6c624c2c,2026-05-05 17:47:34,2026-05-05 17:59:29,715,mobile,ios,FR,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_6f75ee8a,usr_0f5ae9d3,anon_a091e5b4,2026-05-05 10:30:36,2026-05-05 10:42:34,718,desktop,android,CA,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_4204d733,,anon_ea074d80,2026-05-05 19:46:26,2026-05-05 20:43:08,3402,desktop,ios,BR,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_635a775d,usr_cae28e66,anon_537d0bd1,2026-05-05 03:43:43,2026-05-05 04:34:27,3044,desktop,android,US,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_7549c9f9,usr_84182d35,anon_c95b61f8,2026-05-05 03:10:01,2026-05-05 03:40:29,1828,mobile,ios,DE,,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_85c69fbf,usr_84182d35,anon_6a18e5af,2026-05-05 22:13:08,2026-05-05 22:56:49,2621,desktop,ios,DE,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_9682d9ff,usr_0f5ae9d3,anon_f08ce6c2,2026-05-05 10:14:02,2026-05-05 10:55:16,2474,mobile,web,FR,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_900c0af7,usr_7490adeb,anon_493d6196,2026-05-05 18:43:45,2026-05-05 19:30:37,2812,mobile,android,US,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_5807cf74,usr_ce9e1a11,anon_620f230b,2026-05-05 04:49:52,2026-05-05 05:07:24,1052,mobile,ios,JP,facebook,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_643ffdae,usr_67884209,anon_f7164b73,2026-05-05 13:50:16,2026-05-05 13:56:37,381,mobile,ios,CA,google,event_tracker,2026-05-05 23:05:00,batch_20260505
ses_d183010f,usr_812a1f9b,anon_891778e8,2026-05-05 06:16:53,2026-05-05 07:12:56,3363,desktop,web,CA,direct,event_tracker,2026-05-05 23:05:00,batch_20260505
ses_9be4f19f,usr_55ab946d,anon_46818a88,2026-05-03 09:47:01,2026-05-03 10:30:22,2601,desktop,android,BR,google,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_9bd0d4c7,usr_15b02530,anon_09eda6f5,2026-05-03 03:23:22,2026-05-03 03:51:22,1680,tablet,web,FR,email,event_tracker,2026-05-05 23:00:00,batch_20260505
ses_b599277f,,anon_e53e5f4c,2026-05-06 12:30:32,2026-05-06 13:26:48,3376,desktop,web,GB,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_7580e4e9,,anon_4d59616b,2026-05-06 13:56:49,2026-05-06 14:03:24,395,mobile,android,AU,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_9fa4a627,,anon_01e187d8,2026-05-06 04:50:51,2026-05-06 05:35:08,2657,mobile,web,US,,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_f76b9723,usr_4b943e30,anon_8fbba749,2026-05-06 12:47:10,2026-05-06 13:36:59,2989,desktop,android,BR,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_485d831c,,anon_7b53359e,2026-05-06 03:39:28,2026-05-06 03:49:31,603,desktop,android,AU,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_46c79b36,usr_439472e6,anon_46e1ee40,2026-05-06 09:01:17,2026-05-06 09:20:41,1164,mobile,web,FR,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_f3c2944a,usr_5e2ad32d,anon_30385dd7,2026-05-06 10:58:57,2026-05-06 11:13:28,871,desktop,web,JP,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_3d846fc9,usr_80bbae52,anon_db7904e0,2026-05-06 08:42:50,2026-05-06 09:17:07,2057,mobile,web,CA,,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_6772fe9f,usr_d8f56413,anon_23d26b8d,2026-05-06 13:08:49,2026-05-06 13:30:55,1326,desktop,web,JP,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_7f53d344,usr_939b462d,anon_e82b5b36,2026-05-06 17:08:56,2026-05-06 18:02:01,3185,desktop,ios,FR,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_bc9a7998,,anon_fea82e3a,2026-05-06 02:12:05,2026-05-06 03:06:27,3262,mobile,web,JP,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_57d9cbb0,usr_7914c120,anon_afb28b3d,2026-05-06 23:19:16,2026-05-06 23:56:23,2227,mobile,ios,FR,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_79c9c839,usr_b227462c,anon_5bc677ca,2026-05-06 05:39:25,2026-05-06 06:16:32,2227,desktop,web,CA,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_2b843ef3,usr_a9320094,anon_8ee9581a,2026-05-06 08:41:18,2026-05-06 08:45:45,267,tablet,ios,BR,,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_7885187d,usr_88bd13d1,anon_b9a5d4d0,2026-05-06 23:57:32,2026-05-07 00:48:35,3063,mobile,ios,US,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_e9a1c6d5,usr_45b1ed25,anon_e64b9b37,2026-05-06 19:02:31,2026-05-06 19:38:19,2148,desktop,ios,AU,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_38e59b27,usr_c76a8e0f,anon_df162ec3,2026-05-06 09:47:07,2026-05-06 10:37:39,3032,desktop,ios,AU,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_e3082ddc,usr_6c52c49f,anon_95e7f614,2026-05-06 09:34:25,2026-05-06 10:23:32,2947,desktop,android,BR,,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_1e26ed31,usr_c9776598,anon_a267d32f,2026-05-06 20:38:22,2026-05-06 20:50:15,713,mobile,ios,CA,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_9ee339ff,usr_06cb0fb3,anon_31cd9f6e,2026-05-06 01:36:12,2026-05-06 02:35:19,3547,mobile,android,AU,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_ae423568,usr_939b462d,anon_69c165ae,2026-05-06 01:17:15,2026-05-06 01:55:29,2294,desktop,web,JP,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_26996aab,usr_fa745761,anon_57b936b0,2026-05-06 11:38:54,2026-05-06 11:57:55,1141,desktop,ios,US,direct,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_e4917f7d,usr_9fd34579,anon_24aa5685,2026-05-06 01:40:19,2026-05-06 02:08:11,1672,mobile,android,FR,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_2e2bdc6c,,anon_55273407,2026-05-06 16:37:46,2026-05-06 16:38:48,62,mobile,android,DE,facebook,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_503be788,usr_c9776598,anon_73b9c2ac,2026-05-06 07:06:54,2026-05-06 07:57:24,3030,desktop,ios,GB,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_c606ddc4,usr_451b4cf3,anon_288f3435,2026-05-06 08:28:59,2026-05-06 09:06:27,2248,desktop,ios,AU,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_c79ddb62,usr_3985fb62,anon_6f07b60f,2026-05-06 11:11:46,2026-05-06 11:19:21,455,tablet,android,BR,google,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_6dd49c96,usr_f1eedba3,anon_0131ff3b,2026-05-06 10:11:17,,411,mobile,web,JP,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_bb0c7919,usr_92ec89af,anon_e45a87e8,2026-05-06 03:05:28,2026-05-06 03:45:36,2408,mobile,android,CA,,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_87f1d48c,usr_12e89d10,anon_010e4265,2026-05-06 04:45:32,2026-05-06 05:02:11,999,desktop,android,AU,email,event_tracker,2026-05-06 23:00:00,batch_20260506
ses_39ec8ca1,usr_9360715f,anon_4fe54745,2026-05-06 02:43:09,2026-05-06 02:57:29,860,desktop,ios,GB,google,event_tracker,2026-05-06 23:00:00,batch_20260506
